,NAICS2017_LABEL,SEX_LABEL,ETH_GROUP,RACE_GROUP,RACE_GROUP_LABEL,VET_GROUP_LABEL,YIBSZFI,YIBSZFI_LABEL,FIRMPDEMP,RCPPDEMP,EMP,PAYANN,EMPSZFI,EMPSZFI_LABEL
7909,Administrative and support and waste management and remediation services,Total,020,50,American Indian and Alaska Native,Total,319,Firms with 4 to 5 years in business,S,S,100 to 249 employees,S,,
7910,Administrative and support and waste management and remediation services,Total,020,50,American Indian and Alaska Native,Total,321,Firms with 6 to 10 years in business,S,S,250 to 499 employees,S,,
7911,Administrative and support and waste management and remediation services,Total,020,50,American Indian and Alaska Native,Total,322,Firms with 11 to 15 years in business,S,S,0 to 19 employees,S,,
7912,Administrative and support and waste management and remediation services,Total,020,50,American Indian and Alaska Native,Total,323,Firms with 16 or more years in business,D,D,0 to 19 employees,D,,
7913,Administrative and support and waste management and remediation services,Total,029,50,American Indian and Alaska Native,Total,311,Firms with less than 2 years in business,202,L,317,13359,,
7914,Administrative and support and waste management and remediation services,Total,029,50,American Indian and Alaska Native,Total,318,Firms with 2 to 3 years in business,S,S,"1,000 to 2,499 employees",S,,
7915,Administrative and support and waste management and remediation services,Total,029,50,American Indian and Alaska Native,Total,319,Firms with 4 to 5 years in business,S,S,"1,000 to 2,499 employees",S,,
7916,Administrative and support and waste management and remediation services,Total,029,50,American Indian and Alaska Native,Total,321,Firms with 6 to 10 years in business,101,R,3685,143607,,
7917,Administrative and support and waste management and remediation services,Total,029,50,American Indian and Alaska Native,Total,322,Firms with 11 to 15 years in business,S,S,"5,000 to 9,999 employees",S,,
7918,Administrative and support and waste management and remediation services,Total,029,50,American Indian and Alaska Native,Total,323,Firms with 16 or more years in business,464,U,22207,714297,,
7919,Administrative and support and waste management and remediation services,Total,001,60,Asian,Total,311,Firms with less than 2 years in business,2247,U,11838,393680,,
7920,Administrative and support and waste management and remediation services,Total,001,60,Asian,Total,318,Firms with 2 to 3 years in business,1634,U,21199,989330,,
7921,Administrative and support and waste management and remediation services,Total,001,60,Asian,Total,319,Firms with 4 to 5 years in business,1756,U,15355,797104,,
7922,Administrative and support and waste management and remediation services,Total,001,60,Asian,Total,321,Firms with 6 to 10 years in business,2644,U,39584,1514929,,
7923,Administrative and support and waste management and remediation services,Total,001,60,Asian,Total,322,Firms with 11 to 15 years in business,1709,U,27032,1177161,,
7924,Administrative and support and waste management and remediation services,Total,001,60,Asian,Total,323,Firms with 16 or more years in business,2777,W,133338,5361106,,
7925,Administrative and support and waste management and remediation services,Female,001,60,Asian,Total,311,Firms with less than 2 years in business,723,R,3495,131222,,
7926,Administrative and support and waste management and remediation services,Female,001,60,Asian,Total,318,Firms with 2 to 3 years in business,S,S,"5,000 to 9,999 employees",S,,
7927,Administrative and support and waste management and remediation services,Female,001,60,Asian,Total,319,Firms with 4 to 5 years in business,S,S,"5,000 to 9,999 employees",S,,
7928,Administrative and support and waste management and remediation services,Female,001,60,Asian,Total,321,Firms with 6 to 10 years in business,S,S,"10,000 to 24,999 employees",S,,
7929,Administrative and support and waste management and remediation services,Female,001,60,Asian,Total,322,Firms with 11 to 15 years in business,S,S,"10,000 to 24,999 employees",S,,
7930,Administrative and support and waste management and remediation services,Female,001,60,Asian,Total,323,Firms with 16 or more years in business,744,U,21529,947213,,
7931,Administrative and support and waste management and remediation services,Male,001,60,Asian,Total,311,Firms with less than 2 years in business,1335,T,8047,249924,,
7932,Administrative and support and waste management and remediation services,Male,001,60,Asian,Total,318,Firms with 2 to 3 years in business,1068,U,10782,543418,,
7933,Administrative and support and waste management and remediation services,Male,001,60,Asian,Total,319,Firms with 4 to 5 years in business,1006,U,8641,393944,,
7934,Administrative and support and waste management and remediation services,Male,001,60,Asian,Total,321,Firms with 6 to 10 years in business,1489,U,20458,779004,,
7935,Administrative and support and waste management and remediation services,Male,001,60,Asian,Total,322,Firms with 11 to 15 years in business,990,U,10551,745987,,
7936,Administrative and support and waste management and remediation services,Male,001,60,Asian,Total,323,Firms with 16 or more years in business,1751,W,102917,3865939,,
7937,Administrative and support and waste management and remediation services,Equally male/female,001,60,Asian,Total,311,Firms with less than 2 years in business,S,S,250 to 499 employees,S,,
7938,Administrative and support and waste management and remediation services,Equally male/female,001,60,Asian,Total,318,Firms with 2 to 3 years in business,S,S,250 to 499 employees,S,,
7939,Administrative and support and waste management and remediation services,Equally male/female,001,60,Asian,Total,319,Firms with 4 to 5 years in business,S,S,500 to 999 employees,S,,
7940,Administrative and support and waste management and remediation services,Equally male/female,001,60,Asian,Total,321,Firms with 6 to 10 years in business,S,S,"2,500 to 4,999 employees",S,,
7941,Administrative and support and waste management and remediation services,Equally male/female,001,60,Asian,Total,322,Firms with 11 to 15 years in business,S,S,"1,000 to 2,499 employees",S,,
7942,Administrative and support and waste management and remediation services,Equally male/female,001,60,Asian,Total,323,Firms with 16 or more years in business,283,T,8891,547954,,
7943,Administrative and support and waste management and remediation services,Total,020,60,Asian,Total,311,Firms with less than 2 years in business,158,L,94,4819,,
7944,Administrative and support and waste management and remediation services,Total,020,60,Asian,Total,318,Firms with 2 to 3 years in business,S,S,20 to 99 employees,S,,
7945,Administrative and support and waste management and remediation services,Total,020,60,Asian,Total,319,Firms with 4 to 5 years in business,D,D,20 to 99 employees,D,,
7946,Administrative and support and waste management and remediation services,Total,020,60,Asian,Total,321,Firms with 6 to 10 years in business,S,S,250 to 499 employees,S,,
7947,Administrative and support and waste management and remediation services,Total,020,60,Asian,Total,322,Firms with 11 to 15 years in business,S,S,100 to 249 employees,S,,
7948,Administrative and support and waste management and remediation services,Total,020,60,Asian,Total,323,Firms with 16 or more years in business,63,L,422,10950,,
7949,Administrative and support and waste management and remediation services,Total,029,60,Asian,Total,311,Firms with less than 2 years in business,2088,U,11744,388861,,
7950,Administrative and support and waste management and remediation services,Total,029,60,Asian,Total,318,Firms with 2 to 3 years in business,1564,U,21129,986001,,
